GRAPH;CAT;ORTH;FREQ

# TODO
# encore que

# TITULATURES

# Monsieur (frère du roi)
hors de;PREP
il est de fait que;PREP
il est possible que;PREP
il n’empêche que;PREP
il n’en reste pas moins que;PREP
il pourrait bien se faire que;PREP
il se pourrait que;PREP
il serait possible que;PREP
il y a;PREP
il y a eut;PREP
il y avait;PREP
il y aura;PREP
in illo tempore;PREP
# jusqu’à;PREP
jusqu'à la fin;PREP
jusques à;PREP
jusques et y compris;PREP
le diable soit de;PREP
le long de;PREP
le long des;PREP
le long du;PREP
loin de;PREP
lors de;PREP
manque de;PREP
mort à;PREP
n’empêche que;PREP
non content de;PREP
non plus que;PREP
non sans;PREP
par certains côtés;PREP
par comparaison à;PREP
par crainte de;PREP
par devers;PREP
par l’intermédiaire de;PREP
par manque de;PREP
par opposition à;PREP
par préférence à;PREP
par rapport à;PREP
par suite de;PREP
par-devant notaire;PREP
pas plus que;PREP
pas plus tard que;PREP
pour autant que;PREP
pour ce qui est de;PREP
pour des prunes;PREP
pour ma part;PREP
pour tout;PREP
pour un peu;PREP
près de;PREP
prêt à;PREP
proche de;PREP
quand et quand;PREP
quant à;PREP
quant aux;PREP
quel que soit;PREP
quoi qu’il en fût;PREP
s’agissant de;PREP
sans compter;PREP
sans plus de;PREP
sans pour autant;PREP
sans préjudice de;PREP
sauf à;PREP
si peu que;PREP
sous couleur de;PREP
sous couvert de;PREP
sous forme de;PREP
sous la houlette de;PREP
sous la plume de;PREP
sous le couvert de;PREP
sous le prétexte de;PREP
sous le rapport de;PREP
sous les yeux de;PREP
sous l’ombre de;PREP
sous peine de;PREP
sous prétexte de;PREP
sous réserve de;PREP
sous un nouveau jour;PREP
suite à;PREP
supposé que;PREP
sur le plan;PREP
sur le point de;PREP
sus le sujet de;PREP
tant et si bien que;PREP
tant qu’à;PREP
une fois;PREP
va pour;PREP
vent debout contre;PREP
vis-à-vis de;PREP
y compris;PREP

# locutions pronominales

ce dernier;PROindef
celui ci;PROdem
celui là;PROdem
ces derniers;PROindef
cette dernière;PROindef
d'autres;PROindef
l’autre;PROindef
la dernière;PROindef
la même;PROindef
la mienne;PROposs
la plupart;PROindef
la sienne;PROposs
la tienne;PROposs
le dernier;PROindef
le même;PROindef
le mien;PROposs
le nôtre;PROposs
le sien;PROposs
le tien;PROposs
le vôtre;PROposs
les mêmes;PROindef
les miennes;PROposs
les miens;PROposs
les nôtres;PROposs
les siennes;PROposs
les siens;PROposs
les tiennes;PROposs
les tiens;PROposs
les vôtres;PROposs
l'une;PROindef
n'importe qui;PROindef
n'importe quoi;PROindef
quelque chose;PROindef
qu'est-ce que;PROinter
quoi que;PROindef
tous deux;PROindef
tous les deux;PROindef
tous les trois;PROindef


# locutions conjonctives

à chaque fois que;CONJ
afin qu;CONJsubord
afin que;CONJsubord
après que;CONJsubord
au cas où;CONJ
auquel cas;CONJ
avant que;CONJsubord
avant même que;CONJsubord
bien que;CONJsubord
cependant que;CONJsubord
cette fois où;CONJ
chaque fois que;CONJ
d'autant que;CONJ
de même que;CONJ
des fois que;CONJ
dès que;CONJsubord
dès lors que;CONJsubord
de sorte que;CONJ
en sorte que;CONJ
jusqu'à ce que;CONJsubord
la fois où;CONJ
les fois où;CONJ
les fois que;CONJ
même si;CONJsubord
même quand;CONJ
ou bien;CONJcoord
pendant que;CONJsubord
parce qu;CONJsubord
parce qu';CONJsubord
parce que;CONJsubord
pour une fois que;CONJ
pour que;CONJsubord
sans cela;CONJcoord
sans que;CONJsubord
toutes les fois que;CONJ
tandis que;CONJsubord
une fois que;CONJ


# locution adverbiales

à bord;ADV
à brûle-pourpoint;ADV;
a capella;ADV;
a cappella;ADV;
à chaque fois;ADV;
à cloche-pied;ADV;
a contrario;ADV;
à coup sûr;ADV
à fond;ADV;
à fond;ADV;
a fortiori;ADV;
à fortiori;ADV;
a giorno;ADV;
à giorno;ADV;
à glagla;ADV;
à jeun;ADV;
à jeun;ADV;
à la longue;ADV
à l'aveuglette;ADV;
à l'aveuglette;ADV;
à l'encan;ADV;
à l'encan;ADV;
à l'envi;ADV;
à l'envi;ADV;
à l'improviste;ADV;
à l'improviste;ADV;
à la fois;ADV;
à la saint-glinglin;ADV;
à leur encontre;ADV;
à l'instant même;ADV
à lurelure;ADV;
à mon encontre;ADV;
à notre encontre;ADV;
à NUM fois;ADV;
à perte de vue;ADV
à peu près;ADV
a posteriori;ADV;
à posteriori;ADV;
à présent;ADV;
a priori;ADV;
à priori;ADV;
à quoi bon;ADVinter
à ras bord;ADV
à rebours;ADV
à rebrousse-poil;ADV;
à son encontre;ADV;
à tâtons;ADV;
à tire-larigot;ADV;
à ton encontre;ADV;
à touche-touche;ADV;
à tue-tête;ADV;
au bas;ADV
au delà;ADV;
aujourd'hui;ADV
au moins;ADV;
autre part;ADV
aux aguets;ADV;
à voix basse;ADV
à voix haute;ADV
à votre encontre;ADV;
à vrai dire;ADV
bien entendu;ADV
bien sûr;ADV
bon gré mal gré;ADV
bras dessus bras dessous;ADV
c'est-à-dire;ADV;
cette fois-ci;ADV;
cette fois-là;ADV;
chaque fois;ADV;
côte à côte;ADV
coup sur coup;ADV
d'abord;ADVtemp;
d'accord;ADV;
d'ailleurs;ADV;
d'autre part;ADV;
dare dare;ADV;
de auditu;ADV;
de bonne heure;ADVtemp
de facto;ADV;
de guingois;ADV;
d'emblée;ADV;
de même;ADV
de plano;ADV;
de plus;ADV;
deux fois;ADV;
deux fois par an;ADV;
deux fois par mois;ADV;
deux fois par semaine;ADV;
d'ores et déjà;ADV;
de haut en bas;ADV
de long en large;ADV
de traviole;ADV;
dès lors;ADVtemp
de temps en temps;ADVtemp
de visu;ADV;
du haut en bas;ADV
d'une part;ADV;
du reste;ADV;
ecce homo;ADV;
en bas;ADV
en catimini;ADV;
en connaissance de cause;ADV
en effet;ADV;
en général;ADV
en haut;ADV
en loucedé;ADV;
en outre;ADV;
en pleine connaissance de cause;ADV
en plein jour;ADV
en quelque sorte;ADV
en sus;ADV;
en tapinois;ADV;
en tous cas;ADV;
encore une fois;ADV;
est-ce qu;ADV;
est-ce qu';ADV;
est-ce que;ADV;
et cætera;ADVquant;
et caetera;ADVquant;
et cetera;ADVquant;
et seq;ADV;
ex abrupto;ADV;
ex nihilo;ADV;
fort bien;ADV;
gratis pro deo;ADV;
grosso modo;ADV;
hic et nunc;ADV;
honoris causa;ADV;
il était une fois;ADV;
in absentia;ADV;
in abstracto;ADV;
in anima vili;ADV;
in cauda venenum;ADV;
in extenso;ADV;
in extremis;ADV;
in memoriam;ADV;
in petto;ADV;
in utero;ADV;
in vino veritas;ADV;
in vitro;ADV;
in vivo;ADV;
intra muros;ADV;
ipso facto;ADV;
jour après jour;ADV
jusqu’au bout;ADV;
jusqu’ici;ADV
la première fois;ADV;
le moment venu;ADV
made in;ADV;
malgré tout;ADV
manu militari;ADV;
mezza voce;ADV;
motu proprio;ADV;
mutatis mutandis;ADV;
n'est-ce pas;ADV
n'est ce pas;ADV;n'est-ce pas
ne varietur;ADV;
nihil obstat;ADV;
non troppo;ADV;
nota bene;ADV;
nulle part;ADV
par ailleurs;ADV;
par mégarde;ADV;
peu ou prou;ADV;
plutôt deux fois que une;ADV;
post mortem;ADV;
pour cette fois;ADV;
pour une fois;ADV;
quand même;ADV
quelque part;ADV
qui plus est;ADV;
recto tono;ADV;
ric et rac;ADV;
sans cesse;ADV
sans doute;ADV
sine die;ADV;
sine qua non;ADV;
souventes fois;ADV;
stricto sensu;ADV;
sursum corda;ADV;
tandis que;ADV;
tantôt à droite tantôt à gauche;ADV
tant pis;ADV;
tour à tour;ADV
tout de même;ADV
toutes les fois;ADV;
trois fois;ADV;
trois fois par an;ADV;
trois fois par mois;ADV;
trois fois par semaine;ADV;
tutti frutti;ADV;
tutti quanti;ADV;
une autre fois;ADV;
une bonne fois;ADV;
une bonne fois pour toutes;ADV;
une fois;ADV;
une fois pour toutes;ADV;
une fois par an;ADV;
une fois par mois;ADV;
une fois par semaine;ADV;
urbi et orbi;ADV;
tout de même;ADV
vade retro;ADV;
vae soli;ADV;
vae victis;ADV;

# locutions verbales

aller droit;VERB
devoir dire;VERB
donner l'ordre;VERB
entendre parler;VERB
entendu parler;VERB
entrer en ligne de compte;VERB
mettre la table;VERB
veut dire;VERB
vouloir dire;VERB
voulu dire;VERB
prendre garde;VERB
prendre part;VERB
prendre place;VERB
savoir bien;VERB
se rendre compte;VERB
rendre compte;VERB
rendait compte;VERB
rendre service;VERB
rendu compte;VERB
tomber à genoux;VERB

# locutions nominales

a priori;SUB
acid jazz;SUB
action painting;SUB
administrateur général;SUB
after shave;SUB
affaires étrangères;SUB
agent de change;SUB
agents de change;SUB
agnus dei;SUB
air bag;SUB
alter ego;SUB
ayants droit;SUB
assemblée générale;SUB
avocat général;SUB
back up;SUB
bain de mer;SUB
bains de mer;SUB
bande à part;SUB;
beat generation;SUB
beau temps;SUB
bec de gaz;SUB
becs de gaz;SUB
bel canto;SUB
belle lurette;SUB
best of;SUB
big band;SUB
big bang;SUB
birth control;SUB
bla bla;SUB
bloody mary;SUB
blue jeans;SUB
blue note;SUB
bonne foi;SUB
boat people;SUB
bonne volonté;SUB
bon sens;SUB
bouton d’or;SUB
brown sugar;SUB
bubble gum;SUB
buen retiro;SUB
cabinet de toilette;SUB
café au lait;SUB
call girl;SUB
call girls;SUB
canadian river;SUB
caput mortuum;SUB
cas particulier;SUB
casus belli;SUB
chambre à coucher;SUB
champ de bataille;SUB
chapeau haut de forme;SUB
check up;SUB
chef d'oeuvre;SUB;chef-d'œuvre
chef d'œuvre;SUB;chef-d'œuvre
chef-d'oeuvre;SUB;chef-d'œuvre
chef-d'œuvre;SUB
chefs d'oeuvre;SUB
chefs d'œuvre;SUB
chefs-d'oeuvre;SUB
chefs-d'œuvre;SUB
chemin de fer;SUB
chemin de fer d'intérêt local;SUB
chemins de fer;SUB
chewing gum;SUB
chop suey;SUB
citizen band;SUB
clair de lune;SUB
coffee shop;SUB
coin de l’œil;SUB
coin de l’oeil;SUB
comic book;SUB
comic books;SUB
commedia dell'arte;SUB
connaissance de cause;SUB
conseil général;SUB
conseiller général;SUB
corn flakes;SUB
corpus delicti;SUB
coup de balai;SUB
coups de balai;SUB
coup de feu;SUB
coups de feu;SUB
coup de fusil;SUB
coups de fusil;SUB
coup de main;SUB
coups de main;SUB
coup d'épée;SUB
coups d'épée;SUB
coup de pistolet;SUB
coups de pistolet;SUB
coup d'œil;SUB
coup d'oeil;SUB
coups d'œil;SUB
coups d'oeil;SUB
coup de pied;SUB
coups de pied;SUB
coup de poing;SUB
coups de poings;SUB
coup de vent;SUB
coups de vent;SUB
cri de joie;SUB
curriculum vitae;SUB
dame patronnesse;SUB
dames patronnesses;SUB
de amicis;SUB
de profundis;SUB
de santis;SUB
delirium tremens;SUB
deus ex machina;SUB
dies irae;SUB
dîner en ville;SUB
directeur général;SUB
direction générale;SUB
enfant de chœur;SUB
enfants de chœur;SUB
enfant de choeur;SUB;enfant de chœur
enfants de choeur;SUB;enfants de chœur
face à face;SUB
fast food;SUB
five o'clock;SUB
flatus vocis;SUB
foreign office;SUB
free jazz;SUB
fur et à mesure;SUB
garde nationale;SUB
garde national;SUB
gardes nationaux;SUB
gengis khan;SUB
gens du monde;SUB
garde champêtre;SUB
girl friend;SUB
grand'mère;SUB
grand'tante;SUB
grève générale;SUB
happy end;SUB
happy ends;SUB
happy few;SUB
hard edge;SUB
has been;SUB
haut de forme;SUB
haut-de-forme;SUB
high life;SUB
hold up;SUB
homo erectus;SUB
homo habilis;SUB
hong kong;SUB
hot dog;SUB
hot dogs;SUB
house music;SUB
ice cream;SUB
in pace;SUB
intérêt général;SUB
invisible piston;SUB
irish coffee;SUB
ite missa est;SUB
jeune fille;SUB
jeunes filles;SUB
jeunes gens;SUB
jeune homme;SUB
jeunes hommes;SUB
jet society;SUB
jour de l'an;SUB
juge de paix;SUB
juge d’instruction;SUB
kung fu;SUB
kyrie eleison;SUB
la plata;SUB
lacryma christi;SUB
légion d'honneur;SUB
ligne de compte;SUB
lit de sangle;SUB
lutte des classes;SUB
madre de dios;SUB
maison de passe;SUB
maisons de passe;SUB
maître queux;SUB
maître d'hôtel;SUB
maître de maison;SUB
maîtresse de maison;SUB
marchand de vin;SUB
marchands de vin;SUB
mass media;SUB
mater dolorosa;SUB
mauvaise foi;SUB
mauvaise humeur;SUB
mea culpa;SUB
melting pot;SUB
middle class;SUB
milk shake;SUB
minus habens;SUB
modern style;SUB
modus operandi;SUB
modus vivendi;SUB
music hall;SUB
negro spiritual;SUB
negro spirituals;SUB
new wave;SUB
night club;SUB
no man's land;SUB
no man's land;SUB
numerus clausus;SUB
œuvre d'art;SUB
oeuvre d'art;SUB
œuvres d'art;SUB
œuvre d'art;SUB
officier de la légion d'honneur;SUB
olla podrida;SUB
op. cit.;SUB
osso buco;SUB
lieutenant de police;SUB
pan bagnat;SUB
parole d'honneur;SUB
part time;SUB
paso doble;SUB
pater familias;SUB
pater noster;SUB
pauvre diable;SUB
pax americana;SUB
persona non grata;SUB
peu de chose;SUB
pied de grue;SUB
pied de lit;SUB
pieds de lit;SUB
pit bull;SUB
play back;SUB
plein air;SUB;
poignée de main;SUB
poignées de main;SUB
point de vue;SUB
pomme de terre;SUB
pommes de terre;SUB
pom-pom girl;SUB
pom-pom girls;SUB
porte de derrière;SUB
post it;SUB
premier âge;SUB
premier consul;SUB
prime time;SUB
procureur du roi;SUB
public schools;SUB
punching ball;SUB
quart d'heure;SUB
quartier général;SUB
red river;SUB
reine mère;SUB
répétition générale;SUB
requiescat in pace;SUB
rhythm and blues;SUB
roast beef;SUB
rocking chair;SUB
robe de chambre;SUB
sainte nitouche;SUB
salle à manger;SUB
san francisco;SUB
scenic railway;SUB
secrétaire général;SUB
sedia gestatoria;SUB
self-made man;SUB
sex appeal;SUB
sex shop;SUB
sex shops;SUB
soap opéra;SUB
signe de tête;SUB
signe de croix;SUB
signe de la croix;SUB
sri lankais;SUB
stabat mater;SUB
statu quo;SUB
story board;SUB
struggle for life;SUB
taï chi;SUB
talavera de la reina;SUB
te deum;SUB
temps à perdre;SUB
terra incognita;SUB
top models;SUB
total général;SUB
tout le monde;SUB
traveller's chèques;SUB
trésorier général;SUB
tribunal de commerce;SUB
tss tss;SUB
tu autem;SUB
ultima ratio;SUB
valet de chambre;SUB
valet de pied;SUB
verre à vin;SUB
verres à vin;SUB
vice-président général;SUB
vieille dame;SUB
vox populi;SUB
vulgum pecus;SUB
wait and see;SUB
wall street;SUB
way of life;SUB
week end;SUB
world music;SUB
yom kippour;SUB
yom kippur;SUB

# locutions adjectivales

à bout de force;ADJ
ad hoc;ADJ
à ras;ADJ
bon marché;ADJ
by night;ADJ
dans la merde;ADJ
d'ordre général;ADJ
high tech;ADJ
in utero;ADJ
in vitro;ADJ
modern style;ADJ
persona grata;ADJ
sri lankais;ADJ
sui generis;ADJ
too much;ADJ


# autres locutions

beaucoup de;DETindef
la plupart de;DETindef
la plupart des;DETindef
la plupart du;DETindef
peu de;DETindef
tant de;DETindef
un peu de;DETindef
I e;DETnum
I er;DETnum
II e;DETnum
II nd;DETnum
III e;DETnum
IV e;DETnum
IX e;DETnum
V e;DETnum
VI e;DETnum
VII e;DETnum
VIII e;DETnum
X e;DETnum
XI e;DETnum
XII e;DETnum
XIII e;DETnum
XIV e;DETnum
XIX e;DETnum
XVI e;DETnum
XVII e;DETnum
XVIII e;DETnum
XX e;DETnum
XXI e;DETnum
XXII e;DETnum
XXIII e;DETnum
XXIV e;DETnum
XXIX e;DETnum
XXV e;DETnum
XXVI e;DETnum
XXVII e;DETnum
XXVIII e;DETnum
XXX e;DETnum
qui aime bien châtie bien;SUB

# EXCL 

mon Dieu;EXCL
allons allons;EXCL
que le diable l'emporte;EXCL
